FishStock,Year,Management,Additional
spr.27.67a-cf-k,2020,"<ul><li> There is no TAC for sprat in Irish waters. TACs are in place in the English Channel and in the North Sea. </li> <li> EU vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are permitted when sprat is the target species. </li> <li> Irish vessels are not subject to any quota for sprat. Vessels >36.58 m (120 ft) are excluded from the 12 nautical mile zone. Vessels >27.43 m and <36.58 m (90 - 120 ft) are excluded from the 3 nm zone. </li> <li> From 1 January 2020, trawlers >18 m LOA were excluded from the 6 nm zone. An exemption from this regulation allowed pelagic vessels >18 m to target sprat inside the 6 nm zone until 31 December 2021, with catches limited to 2,000 t and 1,000 t in 2020 and 2021 respectively. However, this policy directive was subject to a judicial review and is no longer in place from October 2020. </li> <li> Following receipt of Marine Institute advice that fishing for sprat in the Dunmore Box would likely produce by-catches of Celtic Sea Herring, the Minister requested that producer organisations and the NIFF advise their members to refrain from fishing for sprat in the Dunmore Box during the September to March period. No formal preclusion is in place. </li></ul>","<ul><li> No TAC is set for this stock. Although ICES provides a catch advice, there is insufficient information to evaluate stock trends and exploitation, MSY and PA reference points have not been defined. Irish landings of sprat in this area increased to 13,027 t in 2019 (3,580 t in 2018, 4,318 t in 2017.) </li> <li> On average 25 vessels over 10m participated in the sprat fishery annually from 2015-2019. The majority of the catch is taken in 7j (Kerry bays) followed by 7aS (off Dunmore East). The amount of catch taken in 6aS (Donegal Bay) varies between years with 25% coming from this area in 2019. Smaller fisheries take place in 7g and 7b. The fishery is primarily prosecuted in Q4. </li> <li> There appears to be a truncated age structure in the sprat population in this area (0-2 year olds), which may preclude the use of age-based assessment models. </li> <li> The Marine Institute have undertaken observer trips on the Irish sprat fishery since 2011, averaging 2 trips per year (2011-2016). The number of trips in 2017-2019 was increased to 12-15 per year. </li> <li> Over the years 2007-2019, 54 MI observer trips were carried out, there is no record of marine mammal, seabird or sea turtle mortality by fishing activity targeting sprat. </li></ul>"
dgs.27.nea,2020,<ul><li>A (bycatch) TAC of 270 t is available for countries that have a specific spurdog avoidance bycatch programme. Ireland was allocated a quota of 53 t under this TAC. </li></ul>,"<ul><li> Spurdog have low productivity and are vulnerable to fishing because they form dense aggregations that can be easily fished. The stock currently appears to be increasing gradually from a low level. Given the longevity of the species recovery will be very slow (decades). </li> <li> A maximum landings size of 100cm was in place in 2009 and 2010 before the TAC was set at zero in 2011. This is no longer in place. </li> <li> The UK ran a pilot spurdog avoidance project from 2013-2016, with some quota allocated to unavoidable bycatch. This was expanded in 2017 to allow other countries to take part. There are specifications referred to in the TAC regulation as to how this programme is to be managed by each country. These specifications include detailed reporting, technical and monitoring requirements. It has not been implemented in Ireland. </li> <li> The Spurdog assessment is scheduled for benchmark by ICES in 2021. </li></ul>"
anf.27.3a46,2021,"<ul><li> Two species of <em>Lophius</em> occur in this area. Black anglerfish (<em>Lophius budegassa</em>) usually make up around 10% of the international landings but in some years this may be as much as 30%. The two species are assessed and managed as a single stock. </li> <li> There are three TAC areas that cover the stock: <ul><li> Union waters of areas 2.a and 4 </li> <li> Norwegian waters of area 4 </li> <li> Union and international waters of areas 6, 5.b, 12, 14. </li></ul></li> <li>Ireland only has a quota for the 6, 5.b,12,14 area and generally takes its full quota. France has the largest quota but usually takes less than a third of this. The UK has full quota uptake and is responsible for the vast majority of the international landings. </li> <li> There is a special condition that states that up to 20% of the area 6, 5b, 12, 14 quota may be fished in UK waters of 2a and 4. A similar special condition existed last year but did not apply to Ireland and Spain. </li></ul>","<ul><li> The advice is based on a survey index but the UK part of the survey did not take place in 2020 due to COVID 19 concerns. The advice is normally based on the ratio of the mean index in the last 2 years (2020-21) over the mean of the 3 previous years (2017-19). This year the index ratio is calculated as the 2021 value divided by the mean index value of 2017-19, resulting in a reduction in the advice compared to last year. The index decreased by 35% but the decrease in catch advice was capped at 20% in line with ICES guidance.</li>
<li> Irish vessels mainly catch anglerfish in mixed fisheries with various gadoids and megrim near the Stanton Bank; with hake and other gadoids along the continental slope; and with megrim to the south of Rockall. The landings from Rockall (6.b) have gradually increased from almost zero in 2004 and now account for around 30% of the Irish landings of this stock.</li>
<li> Discard levels in this stock are estimated to be low (1.6% in 2020).</li> </ul>"
mon.27.78ab,2021,"<ul><li> The TAC applies to both species of anglerfish because they are often not separated in the landings. This could lead to over-exploitation of one species and under-exploitation of the other. However, the relative abundance of the two species does not appear to have changed much over time, suggesting that the two species are subject to similar stock dynamics and fishing mortality.</li> <li> There are two TAC areas that cover this stock: area 7 and area 8.a,b,d,e. Up to 10% of the Sub-area 7 TAC may be fished in the United Kingdom, Divisions 8.a,b,d,e, but there currently is no flexibility from 8.a,b,d,e to 7.</li></ul>","<ul><li> The advice for the combined species in the two TAC areas is 52,936 t. This implies a TAC for Sub-area 7 of 41,749 t, assuming the same allocation between the TAC areas as last year. This TAC would result in an Irish quota of 3,019 t.</li> <li> The advice for black anglerfish is based on an IBTS survey index. This survey indicates that the stock is increasing and catch data indicate that the fishing pressure is below F<sub>MSY</sub>. Therefore, the advice is for an increase in catches compared to the advice for the previous year.</li> <li> The assessment for white anglerfish indicates that the stock is increasing and fished just below F<sub>MSY</sub>. The catch advice is very similar to the advice for the previous year. There is no increase in the advised catches because last year's estimate of the stock size has been revised downwards with the addition of an extra year of data.</li> <li> In recent years the TAC has been set slightly below the advised catches for the two species combined. </li> <li> France, which has most of the area 7 TAC, only landed around 55% of its allocated quota; Spain and Ireland depend on quota swaps to land their catches.</li> <li> Much of the Irish anglerfish landings come from highly mixed fisheries. They are caught together with megrim, <em>Nephrops</em>, haddock, hake and other species. In some areas anglerfish are specifically targeted, mainly along the edge of the continental shelf.</li></ul>"
ank.27.78ab,2021,"<ul><li> The TAC applies to both species of anglerfish because they are often not separated in the landings. This could lead to over-exploitation of one species and under-exploitation of the other. However, the relative abundance of the two species does not appear to have changed much over time, suggesting that the two species are subject to similar stock dynamics and fishing mortality.</li> <li> There are two TAC areas that cover this stock: area 7 and area 8.a,b,d,e. Up to 10% of the Sub-area 7 TAC may be fished in the United Kingdom, Divisions 8.a,b,d,e, but there currently is no flexibility from 8.a,b,d,e to 7.</li></ul>","<ul><li> The advice for the combined species in the two TAC areas is 52,936 t. This implies a TAC for Sub-area 7 of 41,749 t, assuming the same allocation between the TAC areas as last year. This TAC would result in an Irish quota of 3,019 t.</li> <li> The advice for black anglerfish is based on an IBTS survey index. This survey indicates that the stock is increasing and catch data indicate that the fishing pressure is below F<sub>MSY</sub>. Therefore, the advice is for an increase in catches compared to the advice for the previous year.</li> <li> The assessment for white anglerfish indicates that the stock is increasing and fished just below F<sub>MSY</sub>. The catch advice is very similar to the advice for the previous year. There is no increase in the advised catches because last year's estimate of the stock size has been revised downwards with the addition of an extra year of data.</li> <li> In recent years the TAC has been set slightly below the advised catches for the two species combined. </li> <li> France, which has most of the area 7 TAC, only landed around 55% of its allocated quota; Spain and Ireland depend on quota swaps to land their catches (Figure 1).</li> <li> Much of the Irish anglerfish landings come from highly mixed fisheries. They are caught together with megrim, Nephrops, haddock, hake and other species. In some areas anglerfish are specifically targeted, mainly along the edge of the continental shelf.</li></ul>"
boc.27.6-8,2021,"<ul><li>The stock assessment and management units are ICES Sub-areas 6, 7 and 8. </li><li> A long term management plan was proposed by the Pelagic Advisory Council in 2015 and evaluated by ICES as precautionary. The plan follows the rationale for the TAC setting within the ICES advice framework, but with some additional caution at low stock size. </li> <li> The plan includes closures from the 31st March-31st August in all areas and also inside the Irish 12-mile limit, south of 52&deg30' from 12th February-31st October to prevent catches of Celtic Sea herring and mackerel.</li></ul>","<ul><li>The full TAC has not been taken since 2012. In 2020 Ireland caught 14,666 t, above the initial quota of 13,235 t but below the adapted quota of 16,519 t. </li><li> Discard rates have been variable with up to 10% of the international catch discarded. Most of this is from demersal fisheries. </li> <li> Since 2015, Denmark and UK have only caught a minor proportion of their quota.</li></ul>"
cod.27.7e-k,2021,"<ul><li> The assessment area covers 7.e-k, with inclusion of catch from the south Irish Sea (7.a; ICES rectangles 33E2 and 33E3). This does not correspond to the TAC management area of 7.b-c, 7.e-k, 8, 9 and 10; Union waters of CECAF 34.1.1.</li> <li> The 2020 reallocation of 71 t accounted for 93% of Irish Sea (Division 7.a) landings and 15% of Celtic Sea (Divisions 7.b-k) landings. </li> <li> Since 2005, ICES rectangles 30E4, 31E4, and 32E3 have been closed during the first quarter as part of the Celtic Sea Conservation area.</li> <li> Since June 2020, a number of additional technical measures were introduced in parts of the Celtic Sea, including raised footropes and changes to mesh sizes, with the aim of reducing by-catch of cod in fisheries targeting other species.</li><li> The TAC is exclusively for bycatches of cod in fisheries for other species. No directed fisheries for cod are permitted under this quota.</li></ul>","<ul><li> There is a tendency for the assessment to result in overestimates of biomass and underestimates of fishing mortality which may indicate model or data issues. The estimate of F in 2019 has been revised upwards in the 2021 assessment compared to the assessment conducted in 2020.</li> <li> Most Irish catch is taken as a minor bycatch throughout the Celtic Sea. This makes it difficult to control the fishing mortality on the stock in mixed fisheries.</li> <li> In recent years ICES has provided a technical service on ""unavoidable bycatches"" of cod in the Celtic Sea based on a mixed fisheries analysis. It is likely that cod will continue to be the primary ""choke"" species for most Celtic Sea fleets in 2022. </li></ul>"
cod.27.1-2,2021,"<ul><li> A revised management plan has been in place since 2016, for which ICES evaluated the harvest control rule in 2016 and concluded that it is precautionary. </li> <li> Ireland has a share of the EU quota but does not actively take part in the fishery. Occasional minor catches are a result of bycatch from pelagic fisheries.</li> <li> Bycatch of coastal cod and golden redfish, both of which are unsustainably fished, is a concern in fisheries targeting Arctic cod.</li></ul>","<ul><li> Stock size is considered to be well above the long-term average, although it continues to decrease from a peak in 2013. </li> <li> Fishing pressure has been increasing since the mid-2000s, and is now at F<sub>MSY</sub>. There has been no strong recruitment since the 2007 and 2008 year classes.</li> <li> Under the management plan, the TAC is calculated as the average catch predicted for the coming 3 years using a defined target level of exploitation, set according to rules around the spawning-stock biomass (SSB) in the first year of the forecast.</li></ul>"
cod.27.6a,2021,"<ul><li> Quota is exclusively for bycatch in fisheries for other species.</li> <li> Division 6.a cod falls under a quota exchange mechanism related to the Landing Obligation, through which up to 6% of national quota is made available to other Member States who lack quota.</li> <li> The TAC Area covers Division 6.a, EU and international waters of 5.b east of 12&deg 00' W. The assessment covers Division 6.a only and landings in the past have been adjusted to include substantial area misreporting estimates for landings reported in 4 but thought to be taken in 6.a.</li></ul>","<ul><li> The 2020 ICES advice for this stock is biennial and is relevant for 2021 and 2022.</li> <li> The stock collapsed in the early 1980s, with SSB dropping from 40,000 t to below 3,100 t in 2006, with no indications of recovery despite significant management measures.</li> <li> There is no targeted fishery for cod in Division 6a. Landings are from bycatch in the mixed bottom trawl fishery targeting haddock, saithe, hake, anglerfish and megrim. ICES has provided a technical service for cod in Division 6.a which states that: ""For cod in Division 6.a, catches in 2022 are estimated to be between 1,319 t and 2,362 t, assuming that the fishing mortality on cod changes by the same proportion as the changes advised for saithe or haddock. Under the scenario resulting in lower catch, spawning-stock biomass (SSB) in 2023 is expected to increase by 17% while the higher catch option is expected to result in a decrease in SSB of 25%.""</li> <li> The stock assessment was benchmarked in 2020. This resulted in a change of the assessment method, the inclusion of revised catch (mostly discards) data from 2003 onwards, and updated biological parameters. The impact of this was to upscale SSB, F and recruitment but the overall stock status and perception of the stock has not changed. Although a significant proportion (> 40%) of total landings of Division 6.a cod are misreported to the North Sea (Sub-area 4), there is uncertainty around the true proportion. </li> <li> There is increasing evidence that cod in the north of 6.a are in fact part of the North Sea population. This will be investigated in future benchmarks.</ul>"
cod.27.6b,2021,"<ul><li> The TAC area covers Sub-areas 6.b, EU and international waters of 5.b west of 12&deg00' W and to 12 and 14. The TAC applies to EU vessels only and not the international fishery at Rockall. </li></ul>","<ul><li> The ICES advice issued in 2020 is relevant for 2021, 2022 and 2023.</li> <li> Total landings for 2020 (the most recent available data point) were estimated to be 42 t, the majority is taken by Scottish vessels.</li> <li> Irish landings of Rockall cod are taken as a minor bycatch in the fishery targeting haddock; they are also landed with megrim, saithe and anglerfish. </li> <li> Irish LPUE showed large reductions from the 1990s to historic lows in recent years. Scottish LPUE and survey data shows some increase in abundance in the last 3-4 years but the stock is likely to be significantly lower than was observed in the 1990s. </li></ul>"
cod.27.7a,2021,"<ul><li> The TAC Area covers Division 7.a, which corresponds to the assessment area, however Irish landings taken or reported from 33E2 and 33E3 (off Waterford & Wexford), are transferred into the Celtic Sea assessment (Division 7.e-k). </li> <li> The 2020 reallocation of 71 t accounted for 93% of Irish Sea (Division 7.a) landings and 15% of Celtic Sea (Divisions 7.b-k) landings. The TAC management area covers all of ICES Division 7.a.</li> <li> The TAC is exclusively for by-catches. No directed fisheries are permitted under this quota.</li> <li> This stock is considered to be a target stock in the Western Waters MAP regulation ((EU) 2019/472) but given the state of the stock no directed fisheries are permitted.</li> <li> All Irish TR2 vessels targeting <em>Nephrops</em> in 7.a must use highly selective gears i.e. SELTRA trawl, large mesh (300mm) square mesh panels or sorting grid as a condition of national license obligations.</li></ul>","<ul><li> Previous assessments showed signs of stock recovery around 2016, and the TAC was increased in 2018. However, this perceived recovery did not persist as the expected proportions of older fish were not observed in the survey or catches over time. </li> <li> The update assessment this year show that stock biomass in 2021 is the lowest in time series. </li> <li> In the past cod were mainly taken as a bycatch in the <em>Nephrops</em> fisheries. In 2020, 40% of landings are from vessels targeting demersal fish.</li> <li> An EU funded tagging study which concluded in 2019, has indicated some outward migration of mature cod into the Celtic Sea. This needs to be further investigated to determine stock assessment implications.</li></ul>"
whb.27.1-91214,2021,"<ul><li> A long-term management strategy was agreed by the European Union, the Faroe Islands, Iceland and Norway in 2016. ICES has evaluated the strategy in 2016 and found it to be precautionary.</li> <li> Since 2014, there have been difficulties in reaching a sharing agreement for the blue whiting stock and total catches have exceeded advice.</li> <li> In 2021, the catch is estimated at 1,242,727 t (based on declared quotas and expected uptake), substantially in excess of the catch advice of 929,292 t.</li> <li> Ireland has a share of the EU quota, in Sub-areas 1-7, Divisions 8.a, 8.b, 8.d, 8.e and Sub-areas 12 and 14. </li> <li> A separate EU quota exists for 8.c, 9 and 10. There is no Irish quota in these areas. </li> <li> The EU TAC may be adjusted subject to transfers in the EU-Norway agreement. </li></ul>","<ul><li> Stock size has been declining since 2017 but remains above MSY B<sub>trigger</sub>. Following three consecutive years of below average recruitment, recruitment in 2020-21 is estimated to have increased. </li> <li> The long-term management strategy was evaluated in 2016 and did not take into account consistent deviations from the plan catch advice. Therefore, the current implementation of the long-term management strategy may no longer be precautionary.</li></ul>"
whg.27.7b-ce-k,2021,"<ul><li>  The stock area consists of Divisions 7.b,c,e-k and two ICES rectangles in the south of Division 7.a (33E2 and 33E3) which are reallocated to Division 7.g.  This differs to the TAC area, 7.b-k, 8, 9 and 10.</li>
<li> ICES division 7.d is not included in the assessment area for the whiting 7.b-k stock.</li>
<li> Whiting in 7.d are included in the  North Sea MAP (EU regulation 2018/973)</li></ul>","<ul><li> The stock assessment was inter-benchmarked in 2021 leading to a delay in the advice until October 2021.  The model input data were updated with additional discard data, re-estimated weights-at-age, and a revision to the allocation of sampling across catch. Reference points were also updated.</li>
<li> Ireland accounts for around 45% of the whiting landings and is the only country with a directed whiting fishery in the Celtic sea. The majority of Irish landings are from trips where whiting was the dominant species. The remainder are taken in a more mixed fishery and are landed with haddock, hake, megrim, anglerfish and <em>Nephrop</em>s.</li>
<li> Mixed-fisheries advice will be provided in the Celtic Seas fisheries overview later in the year.</li>
<li> Discards have declined in recent years from 28% of the catch in 2017 (4,505 t) to 18% (1,266 t) in 2020 . The majority of discards occur above the minimum landing size. </li></ul>"
whg.27.6a,2021,"<ul><li> The assessment area is 6.a while the TAC management area covers ICES sub-area 6 and UK and international waters of 5.b and international waters 12 and 14.<li> The 2021 TAC was set at 937 t, an EU quota of 352 t, with an associated Irish quota of 299 t, exclusively for bycatches. </li></ul>","<ul><li> Ireland accounts for around 45% of the whiting landings and is the only country with a directed whiting fishery in the Celtic sea. The majority of Irish landings are from trips where whiting was the dominant species. The remainder are taken in a more mixed fishery and are landed with haddock, hake, megrim, anglerfish and Nephrops."
whg.27.6b,2021,"<ul><li> ICES provides triennial advice for this stock (2022-24).</li> <li> TAC covers ICES Sub-areas 6 and UK and international waters of Division 5.b and international waters of 12 and 14. Therefore, the TAC cannot effectively manage catches in Division 6.b (Rockall) specifically. </li> <li> TAC is exclusively for bycatches; no targeted fisheries are permitted. </li></ul>",<ul><li> Mixed-fisheries advice will be provided in the Celtic Seas fisheries overview later in the year.
whg.27.7a,2021,"<ul><li> The stock area does not include landings taken or reported in 33E2 and 33E3, these ICES rectangles accounted for an average of 34% of the ICES Division 7.a landings over the last five years. The TAC management area covers all of Division 7.a.</li></ul>","<ul><li> Discards have declined in recent years from 28% of the catch in 2017 (4,505 t) to 18% (1,266 t) in 2020 . The majority of discards occur above the minimum landing size. "
had.27.7b-k,2021,"<ul><li> The stock area consists of 7.b,c,e-k and two rectangles in the south of the Irish Sea, (ICES Division 7.a, rectangles 33E2 and 33E3). This differs to the TAC area, 7.b-k, 8, 9 and 10.</li> <li> The reallocation of landings from 33E2 and 33E3 has generally increased since introduced in 2006. The 2020 reallocation of 554 t was down on that of 2019 (760 t), and accounted for 7% of Division 7.b-k landings and 43% of Irish Sea landings (Division 7.a).</li> <li> The TAC has been very restrictive since 2010, resulting in high discarding. International discarding of catch has averaged 44% over the last 5 years (2016 to 2020).</li></ul>","<ul><li> Restrictions owing to the Covid-19 pandemic did not affect scientific surveys, while at-sea fishing and port sampling were initially impacted in the first half of the year. Port sampling was sufficient through the second half of the year, while an at-sea self-sampling programme supported data collection during this time. As a result, the assessment is considered representative of the stock.</li> <li> The advised catch for 2022 is 13% lower than that for 2021 owing to lower recruitment in 2019 and 2020 and the associated reduction in the forecast stock size.</li> <li> Celtic Sea haddock are caught in mixed fisheries, primarily with whiting, megrim, anglerfish, <em>Nephrops</em> and other species. They are rarely specifically targeted but are widely distributed, making it difficult to control fishing mortality on the stock.</li> <li> Discarding of the stock has been high and continued so in 2020 (35% of catch). <li> The zero catch advised for Celtic sea cod and associated low quotas since 2019 will result in cod continuing to be a choke species for all demersal fleets.</ul>"
had.27.46a20,2021,"<ul><li> ICES advice was split across three TAC areas. The Irish quota is from the TAC covering 6a and United Kingdom and international waters of 5b. The 2021 TAC was set at 4,767 t with an Irish quota of 648 t. </li> <li> From 2015 to 2019 the Irish fleet caught its full quota, this was not the case in 2020. </li></ul>","<ul><li> Most of the Irish landings of haddock in Division 6.a come from trips that target haddock. The remainder are taken from a more mixed fishery and are mainly landed with megrim, anglerfish and other gadoid species. A targeted seine fishery west of Donegal Bay normally accounts for 10-20% of the landings.</li> <li> The TAC for this stock is linked to the North Sea and is negotiated as part of an EU, UK and Norway agreement. </li> <li> Advice has increased notably for the last three years owing to strong incoming recruitment in 2019 and 2020. Irregular strong recruitments have been a feature of the stock dynamics in the past, resulting in a saw tooth SSB time profile. </li></ul>"
had.27.6b,2021,"<ul><li> There is no internationally agreed TAC for haddock in Division 6.b. Since 2004 an autonomous TAC has been set for EU fleets operating in Division 6.b and Sub-areas 12 and 14. </li> <li> Part of Division 6.b falls (since 1999) within international waters fished by non EU vessels (mainly Russian). </li> <li> Following the NEAFC agreement in March 2001, NEAFC has maintained an area closure to all fishing except long-lining in the SW corner of the Rockall Bank, this continued in 2021. Data are inadequate to fully evaluate the impact of this measure on the stock status.</li> <li> The Irish fleet has caught the full quota since 2015, except in 2020. </li></ul>","<ul><li> Most of the Irish landings of Rockall haddock come from trips where haddock was the dominant species. They are mainly landed with megrim, saithe and anglerfish. </li> <li> Since 2014 seiners have reported landings of haddock in Division 6.b. </li> <li> Advice for 2022 is down by 6.6% on 2021 advice due to a downward revision in stock size estimates.</li> <li> In the past the Irish haddock fishery has operated on the bank both within and beyond 12 miles of Rockall.</li></ul>"
had.27.7a,2021,"<ul><li> The stock area of Division 7.a does not include Irish landings taken or reported in ICES rectangles 33E2 and 33E3, which are reallocated from Division 7.a to Division 7.g. </li> <li> This reallocation (from 2 rectangles from the Irish Sea to the Celtic Sea) has increased since first introduced in 2006, peaking in 2017.</li> <li> The 2020 reallocation of 554 t accounted for 43% of Irish Sea (Division 7.a) landings and 8% of Celtic Sea (Divisions 7.b-k) landings. The TAC management area covers all of ICES Division 7.a. </li></ul>","<ul><li> The assessment shows stock size to be at a high level since the mid-2010's and fishing mortality to be low over the same period.</li> <li> Irish landings under the Irish Sea haddock quota are mostly taken in a targeted fishery, with approximately 72% of landings coming from trips where haddock was the dominant species landed. The majority of these trips are in the south of Division 7.a in ICES rectangles 33E2 and 33E3 which are not included in this stock assessment.</li> <li> The advice for 2022 is 18% lower than that for 2021 owing to lower incoming recruitment.</li></ul>"
her.27.6a7bc,2021,"<ul><li> Since 2016, ICES gives one advice for the combined area 6.aN, 6.aS, and 7.b-c. ICES still considers two separate stocks exist, but it is not currently possible to segregate them in commercial catches or surveys. The 56&degN boundary between 6.aS/7.b-c and 6.aN is not biologically meaningful. Created in 1981, it corresponds roughly to the boundary of the Irish and UK fishery patrol zones, or ""EEZs"". The boundary cuts through both the summer feeding grounds and the winter spawning grounds, and thus the fishing grounds also. </li> <li> Since 2015 all targeted herring fishing is prohibited in the part of the ICES zones subject to this TAC between 56&degN and 57&deg30'N, with the exception of a six nautical mile limit measured from the baseline of the United Kingdom's territorial sea.</li> <li> In 2016, a scientific monitoring fishery (4,840 t) was considered appropriate by ICES to allow the collection of samples for the two stocks and to continue the time series. </li> <li> In 2021, a TAC of 4,840 t was agreed and was split for 5.b, 6.b and 6.aN (3,480 t, 72%) and 6.aS and 7b-c (1,360 t, 28%). </li> <li> Irish quota in 6.aS, 7.b-c is allocated to vessels in 4 different size categories. </li> <li> The Irish herring fishery in 6.a opened on 1st November 2021. </li> <li> Irish and Dutch vessels are not allowed to fish herring inside the UK (Scottish) 6-12 nautical mile limits, including the outlying Hebridean Islands. German and French vessels have access to herring fishing between 6 and 12 nautical miles in Scottish waters in most areas, though not the mainland limits east of the Butt of Lewis.</li></ul>","<ul><li> In 2021, in a technical service, ICES has provided forecasts on the development of herring (<em>Clupea harengus</em>) in divisions 6.a and 7.b-c (West of Scotland, West of Ireland), with zero-catch TAC, with partial (1540 t), and with full (4840 t) uptake of the current monitoring TAC, under two different uptake scenarios for the monitoring TAC in 2021. All scenarios show an increase in spawning-stock biomass (SSB) in 2022 (17% and 21%), and a small (4% and 5%) decrease in SSB in 2023. </li> <li> This combined stock is due for benchmarking in 2022, with the primary goal of once again separating the assessments of the 6.aS, 7.b, 7.c and 6.aN, 5.b, 6.b stocks. This work will largely depend on the recently completed genetic stock identification project, which will be used to split the Malin Shelf Herring Acoustic Survey index. </li></ul>"
her.27.irls,2021,"<ul><li> The Celtic Sea Herring Management Advisory Committee was established in 2005 to provide Industry input to the management of the Irish Celtic Sea herring fishery. </li> <li> Council set a TAC of 869 t based on the catch level considered appropriate by ICES to allow the continued collection of samples. The Irish quota for 2021 is 750 t. </li> <li> Spawning Box A will be closed as part of the triennial spawning box closures that are enshrined in EC legislation.</li> <li> The fishery in Division 7.aS is confined to vessels of <17 m LOA. </li> <li> The UK, Netherlands, France and Germany can fish for herring in the Irish territorial limits from 6-12 nm, however, in recent years they have not fished in this area. </li> <li> The Irish quota is allocated to individual vessels on a weekly basis in two pools, one for the main fishery and one for the sentinel fishery in Division 7.aS.</li> <li> The TAC is set by calendar year but the assessment is carried out for the period 1st April - 31st March.</li> <li> When less than 10 % of the total catches by live weight are below the minimum conservation reference size of 20 cm, the MCRS shall not apply.</li></ul>","<ul><li> There was very low uptake of the monitoring TAC in 2020. </li> <li> Recruitment has been below average since 2013. Due to the current low SSB the incoming recruitments for 2021 and 2022 are expected to be low. </li> <li> The SSB has been below B<sub>lim</sub> since 2016. There are no catch scenarios that will rebuild the stock above B<sub>lim</sub> by 2023.</li> <li> The 2020 acoustic survey estimate was the second lowest in the time series after 2019. </li> <li> Once again, the addition of the latest year of data to the assessment revised the SSB downwards and the fishing mortality upwards.</li> <li> Genetic work on stock identification of the Irish Sea and Celtic Sea herring is on-going. Tools to identify fish from each stock have been developed but have yet to be deployed.</li></ul>"
her.27.nirs,2021,"<ul><li> The stock and management units are both ICES Division 7.aN.</li> <li> There are two closed areas in operation to protect the spawning stock during part of the spawning season and to prevent exploitation of juveniles. These measures were introduced during the period of the industrial fishery in the Irish Sea (1969 - 1979). The area off County Louth and County Down is closed from the 21st September - 31st December and the Douglas Bank area, east of the Isle of Man is closed from 21st September until 15th November. </li> <li> Vessels of less than 40 feet in length may fish within the Down-Louth seasonal closed box, but only using driftnets of mesh size &#8805 54 mm.</li> <li> Republic of Ireland vessels are not permitted to fish herring in any part of the 0-12 nautical mile limits off England, Wales, Scotland or east of the Isle of Man. Republic of Ireland vessels are permitted to fish in waters between 6-12 nautical miles, west of the Isle of Man.</li></ul>","<ul><li> SSB has been above the reference points since 2006 and F has been below the reference points since 2007.</li> <li> Catches were stable from 2005-2017. In 2018-2020, the catch increased due to an increase in TAC. Ireland caught close to their full quota in 2018 - 2020.</li> <li> The assessment is carried out on a mixed stock and may overestimate the Irish Sea stock due to the presence of herring from other stocks.</li> <li> Genetic work on stock identification of the Irish Sea and Celtic Sea herring is on-going. Tools to identify fish from each stock have been developed but are yet to be deployed.</li></ul>"
her.27.1-24a514a,2021,"<ul><li> A long term management strategy (LTMS) was agreed by the EU, the Faroe Islands, Iceland, Norway, and Russia in 2018.</li> <li> ICES considers that the HCR proposed for the LTMS is consistent with the precautionary approach. </li> <li> Since 2013, there has been no agreement by the Coastal States on TAC sharing and the management plan has not been followed. This has led to unilaterally set quotas which together are higher than the TAC indicated by the management plan.</li> <li> In 2021, the sum of the declared national quotas is 881,097 t which is above the ICES advice of 651,033 t.</li> <li> The Irish quota is allocated to a small number of vessels on a lottery basis.</li> <li> EU access to the Norwegian sector where the most fishable aggregations occur is negotiated on a yearly basis. The Irish quota is not useable without EU access to the Norwegian EEZ. </li></ul>","<ul><li> The stock has increased slightly, following a steady decline since 2008, SSB is estimated to be above MSY B<sub>trigger</sub> in 2021.</li> <li> Fishing mortality has increased since 2015 and is estimated to be above F<sub>MSY</sub> in 2020.</li> <li> The advice is based on the target fishing mortality in the long-term management strategy, but it does not take into account the deviations from the plan as evident from the sum of declared unilateral quotas.</li> <li> The 2016-year class is expected to dominate the catches in 2022 and the subsequent year classes recruiting to the fishery are estimated to be weak.</li></ul>"
hke.27.3a46-8abd,2021,"<ul><li> The assessment area overlaps with four TAC areas but Ireland only has quota for the 6, 7, 5.b, 12 and 14 TAC area (shown in the pie chart). Several inter-area flexibilities are allowed within the TAC areas.</li> <li> About two-thirds of the landings in the TAC area are taken in Irish waters; however, Ireland only has a 5% TAC share.</li> <li> The EU multiannual plan (MAP) for stocks in the Western Waters and adjacent has been agreed by the EU for this stock (EU, 2019). This plan is not adopted by Norway and UK; thus, it was not used as the basis of the advice for this shared stock.</li> <li> Norway takes around 4% of the landings from their own waters although they don't set a quota for their own waters or include hake in coastal states negotiations.</li></ul>","<ul><li> The spawning-stock biomass (SSB) increased considerably from 2006 to 2016 and fluctuated at a high level since. Fishing mortality (F) decreased markedly between 2005 and 2012, and has been stable around F<sub>MSY</sub> since then.</li> <li> The advice for 2022 is 27% lower than the advice for 2021 this is because the updated assessment revised down the SSB estimates significantly compared to last year's assessment. This is owing to the uncertainties in the assessment which is length based and relies on multiple surveys that do not cover the entire range of this widely distributed stock.</li> <li> Most Irish trawlers do not seem to target hake but take them as a bycatch in mixed fisheries with anglerfish, megrim, haddock and whiting. There are targeted Irish gillnet and seine fisheries for hake in Sub-area 7.</li></ul>"
