FishStock,Group,Year,Column,Value
whg.27.7b-ce-k,KeyPoints,2018,Landing Obligation,From 2019. De minimis exemption up  to 6%**
had.27.7b-k,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
had.27.7b-k,KeyPoints,2018,ICES Advice basis (MSY approach),"F=0.40;  Catch=6,317 t"
had.27.7b-k,KeyPoints,2018,FMSY ,"F=0.40;  Catch=6,317 t"
had.27.7b-k,KeyPoints,2018,  FMSY Range Lower,"F=0.26;  Catch=4,310 t "
had.27.7b-k,KeyPoints,2018,  FMSY Range Upper,"F=0.60;  Catch=8,863 t"
had.27.7b-k,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
had.27.7b-k,KeyPoints,2018,Landing Obligation ,From 2019. De minimis up to 7%**
had.27.7a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
had.27.7a,KeyPoints,2018,ICES Advice basis (MSY approach),"F=0.28;  Catch=3,739 t "
had.27.7a,KeyPoints,2018,FMSY ,"F=0.28;  Catch=3,739 t "
had.27.7a,KeyPoints,2018,  FMSY Range Lower,"F=0.20;  Catch=2,764 t"
had.27.7a,KeyPoints,2018,  FMSY Range Upper,"F=0.35;  Catch=4,536 t "
had.27.7a,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
had.27.7a,KeyPoints,2018,Landing Obligation ,Since 2016. No gear specific derogation or exemptions
had.27.46a20,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment) 
had.27.46a20,KeyPoints,2018,ICES Advice basis (MSY approach),"F=0.194, Catch=33,956 t"
had.27.46a20,KeyPoints,2018,FMSY ,"F=0.194, Catch=33,956 t"
had.27.46a20,KeyPoints,2018,  FMSY Range Lower,"F=0.167, Catch=29,532 t"
had.27.46a20,KeyPoints,2018,  FMSY Range Upper,"F=0.194, Catch=33,956 t"
had.27.46a20,KeyPoints,2018,Management Plan*,Yes (Target stock in NSMAP)
had.27.46a20,KeyPoints,2018,Landing Obligation ,Since 2016. No gear specific derogation or exemptions
had.27.6b,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
had.27.6b,KeyPoints,2018,ICES Advice basis (MSY approach),"F=0.20;  Catch=10,469 t"
had.27.6b,KeyPoints,2018,FMSY ,"F=0.20;  Catch=10,469 t"
had.27.6b,KeyPoints,2018,  FMSY Range Lower,"F=0.13;  Catch=7,129 t "
had.27.6b,KeyPoints,2018,  FMSY Range Upper,"F=0.20;  Catch=10,469 t"
had.27.6b,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
had.27.6b,KeyPoints,2018,Landing Obligation ,Since 2017. No gear specific derogation or exemptions
hke.27.3a46-8abd,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment) 
hke.27.3a46-8abd,KeyPoints,2018,ICES Advice basis (MSY approach),"F = 0.28; Catch = 142,240 t"
hke.27.3a46-8abd,KeyPoints,2018,FMSY,"F = 0.28; Catch = 142,240 t"
hke.27.3a46-8abd,KeyPoints,2018,FMSY Range Lower,"F = 0.18; Catch = 96,792 t"
hke.27.3a46-8abd,KeyPoints,2018,FMSY Range Upper,"F = 0.45; Catch = 208,200 t"
hke.27.3a46-8abd,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
hke.27.3a46-8abd,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogations or exemptions**
her.27.6a7bc,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
her.27.6a7bc,KeyPoints,2018,ICES Advice Basis (MSY approach)*,F=0.0; Catch=0 t
her.27.6a7bc,KeyPoints,2018,MSY Range,Not available
her.27.6a7bc,KeyPoints,2018,Management Plan,No
her.27.6a7bc,KeyPoints,2018,Landing Obligation applicable ,Since 2015. No gear specific derogations or exemptions 
her.27.irls,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
her.27.irls,KeyPoints,2018,ICES Advise Basis (MSY approach)* ,"F=0.17; Catch=4,742 t"
her.27.irls,KeyPoints,2018,MSY Range,Not available
her.27.irls,KeyPoints,2018,Management Plan ,No
her.27.irls,KeyPoints,2018,Landing Obligation ,Since 2015. No gear specific derogations or exemptions 
her.27.nirs,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
her.27.nirs,KeyPoints,2018,ICES Advice Basis (MSY approach),"F=0.266;  Catch=6,896 t"
her.27.nirs,KeyPoints,2018,MSY Range,Not available
her.27.nirs,KeyPoints,2018,Management Plan,No
her.27.nirs,KeyPoints,2018,Landing Obligation ,Since 2015. No gear specific derogations or exemptions 
her.27.1-24a514a,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
her.27.1-24a514a,KeyPoints,2018,ICES Advice Basis (Agreed management plan*),"F=0.14; Catch=588,562 t"
her.27.1-24a514a,KeyPoints,2018,MSY Range,Not available
her.27.1-24a514a,KeyPoints,2018,Management Plan,Yes  (ICES advice 2018)
her.27.1-24a514a,KeyPoints,2018,Landing Obligation,Since 2015. No gear specific derogations relevant to Ireland
hom.27.3a4bc7d,KeyPoints,2018,ICES Assessment Category,3 (Trends Based Survey)
hom.27.3a4bc7d,KeyPoints,2018,ICES Advice Basis (PA approach),"Catch=17,517 t"
hom.27.3a4bc7d,KeyPoints,2018,MSY Range,Not available
hom.27.3a4bc7d,KeyPoints,2018,Management Plan,No
hom.27.3a4bc7d,KeyPoints,2018,Landing Obligation ,Since 2015. Area and gear specific de minimis  and survivability exemptions*
hom.27.2a4a5b6a7a-ce-k8,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
hom.27.2a4a5b6a7a-ce-k8,KeyPoints,2018,ICES Advice Basis (MSY approach),"F=0.108; Catch=145,237 t"
hom.27.2a4a5b6a7a-ce-k8,KeyPoints,2018,MSY Range,Not available
hom.27.2a4a5b6a7a-ce-k8,KeyPoints,2018,Management Plan,No
hom.27.2a4a5b6a7a-ce-k8,KeyPoints,2018,Landing Obligation ,Since 2015.Area and gear specific de minimis and survivability exemptions*
meg.27.7b-k8abd,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
meg.27.7b-k8abd,KeyPoints,2018,ICES Advice basis (MSY approach),"F=0.19; Catch=18,976 t"
meg.27.7b-k8abd,KeyPoints,2018,  MSY Range lower,"F=0.12; Catch=12,528 t"
meg.27.7b-k8abd,KeyPoints,2018,  MSY Range upper,Not appropriate*
meg.27.7b-k8abd,KeyPoints,2018,Management Plan,No (target stock in the proposed WWMAP)
meg.27.7b-k8abd,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogation or exemptions
lez.27.4a6a,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
lez.27.4a6a,KeyPoints,2018,ICES Advice basis (MSY approach) ,"F=1.00; Catch=8,250 t"
lez.27.4a6a,KeyPoints,2018,FMSY,"F=1.00; Catch=8,250 t"
lez.27.4a6a,KeyPoints,2018,FMSY Range lower,"F=0.77; Catch=6,300 t"
lez.27.4a6a,KeyPoints,2018,FMSY Range upper,"F=1.00; Catch=8,250 t "
lez.27.4a6a,KeyPoints,2018,Management Plan*,No (Considered bycatch in WWMAP)
lez.27.4a6a,KeyPoints,2018,Landing Obligation ,Since 2017. No gear specific derogation or exemptions
lez.27.6b,KeyPoints,2018,ICES Category,3 (Survey Based Assessment)
lez.27.6b,KeyPoints,2018,ICES Advice Basis (PA Approach),Catch advice 2018 minus 5% Catch=419 t
lez.27.6b,KeyPoints,2018,FMSY proxy,F=0.77
lez.27.6b,KeyPoints,2018,FMSY proxy Range Lower*,Not Appropriate 
lez.27.6b,KeyPoints,2018,FMSY proxy Range Upper*,Not Appropriate
lez.27.6b,KeyPoints,2018,Management Plan**,No (considered bycatch in WWMAP)
lez.27.6b,KeyPoints,2018,Landing Obligation ,Since 2017. No gear specific derogation or exemptions
sol.27.7a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment) 
sol.27.7a,KeyPoints,2018,ICES Advice basis (MSY approach*),F = 0.154; Catch = 414 t
sol.27.7a,KeyPoints,2018,FMSY,F = 0.20; Catch = 527 t
sol.27.7a,KeyPoints,2018,FMSY Range Lower,Not Appropriate
sol.27.7a,KeyPoints,2018,FMSY Range Upper**,Not Appropriate
sol.27.7a,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
sol.27.7a,KeyPoints,2018,Landing Obligation,From 2019. No derogation or exemptions
sol.27.7bc,KeyPoints,2018,ICES Assessment Category,6 (Bycatch only)
sol.27.7bc,KeyPoints,2018,ICES Advice basis (PA approach),Catch=24 t
sol.27.7bc,KeyPoints,2018,FMSY ,Not Available
sol.27.7bc,KeyPoints,2018,  FMSY Range Lower,Not Available
sol.27.7bc,KeyPoints,2018,  FMSY Range Upper,Not Available
sol.27.7bc,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
sol.27.7bc,KeyPoints,2018,Landing Obligation ,From 2018. No derogations or exemptions
sol.27.7fg,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
sol.27.7fg,KeyPoints,2018,ICES Advice basis (MSY approach),F=0.27; Catch=864 t
sol.27.7fg,KeyPoints,2018,FMSY ,F=0.27; Catch=864 t
sol.27.7fg,KeyPoints,2018,  FMSY Range Lower,F=0.15; Catch=504 t
sol.27.7fg,KeyPoints,2018,  FMSY Range Upper,"F=0.42; Catch=1,267 t"
sol.27.7fg,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
sol.27.7fg,KeyPoints,2018,Landing Obligation ,Since 2016. De minimis up to 3%**
sol.27.7h-k,KeyPoints,2018,ICES Assessment Category,3 (Survey Based Assessment)
sol.27.7h-k,KeyPoints,2018,ICES Advice basis (PA approach),2018 catch advice +16% Catch =311 t
sol.27.7h-k,KeyPoints,2018,FMSY ,Relative F=0.65
sol.27.7h-k,KeyPoints,2018,  FMSY Range Lower,Not available
sol.27.7h-k,KeyPoints,2018,  FMSY Range Upper,Not available
sol.27.7h-k,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
sol.27.7h-k,KeyPoints,2018,Landing Obligation ,From 2019. De minimis up to 3%**
sol.27.6,KeyPoints,2018,ICES Assessment Category,Not Appropriate
sol.27.6,KeyPoints,2018,ICES Advice basis,Not Appropriate
sol.27.6,KeyPoints,2018,FMSY ,Not Appropriate
sol.27.6,KeyPoints,2018,  FMSY Range Lower,Not Appropriate
sol.27.6,KeyPoints,2018,  FMSY Range Upper,Not Appropriate
sol.27.6,KeyPoints,2018,Management Plan*,No (assumed target stock in the proposed WWMAP)
sol.27.6,KeyPoints,2018,Landing Obligation ,From 2017. No derogation or exemptions
mac.27.nea,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
mac.27.nea,KeyPoints,2018,ICES Advice Basis (MSY approach)*,"F=0.173; Catch=318,403 t"
mac.27.nea,KeyPoints,2018,MSY Range,Not available
mac.27.nea,KeyPoints,2018,Management Plan,Yes**
mac.27.nea,KeyPoints,2018,Landing Obligation ,Since 2015. Area and gear specific de mimimis and survivability exemptions***
ple.27.7fg,KeyPoints,2018,ICES Assessment Category,3 (Survey Based Assessment)
ple.27.7fg,KeyPoints,2018,ICES Advice Basis (PA Approach),2018 catch advice +20%
ple.27.7fg,KeyPoints,2018,FMSY proxy,F=  Not available
ple.27.7fg,KeyPoints,2018,FMSY proxy Range Lower*,Not appropriate
ple.27.7fg,KeyPoints,2018,FMSY proxy Range Upper*,Not appropriate
ple.27.7fg,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
ple.27.7fg,KeyPoints,2018,Landing Obligation,From 2019. High survivability exemption**
ple.27.6,KeyPoints,2018,ICES Assessment Category,Not available
ple.27.6,KeyPoints,2018,ICES Advice Basis (PA Approach),Not available
ple.27.6,KeyPoints,2018,FMSY ,Not available
ple.27.6,KeyPoints,2018,FMSY Range Lower*,Not appropriate
ple.27.6,KeyPoints,2018,FMSY Range Upper*,Not appropriate
ple.27.6,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
ple.27.6,KeyPoints,2018,Landing Obligation,From 2019. None
ple.27.7h-k,KeyPoints,2018,ICES Assessment Category,3 (Survey Based Assessment)
ple.27.7h-k,KeyPoints,2018,ICES Advice Basis (PA Approach)*,F=0.00;  Catch=0 t
ple.27.7h-k,KeyPoints,2018,FMSY proxy,F=0.34;  Catch=N/A 
ple.27.7h-k,KeyPoints,2018,FMSY proxy Range Lower**,Not available
ple.27.7h-k,KeyPoints,2018,FMSY proxy Range Upper**,Not available
ple.27.7h-k,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
ple.27.7h-k,KeyPoints,2018,Landing Obligation,From 2019. High survivability exemption***
ple.27.7bc,KeyPoints,2018,ICES Assessment Category,6 (Bycatch only)
ple.27.7bc,KeyPoints,2018,ICES Advice Basis (PA Approach),Landings=24 t*
ple.27.7bc,KeyPoints,2018,FMSY ,Not available
ple.27.7bc,KeyPoints,2018,FMSY Range Lower**,Not available
ple.27.7bc,KeyPoints,2018,FMSY Range Upper**,Not available
ple.27.7bc,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
ple.27.7bc,KeyPoints,2018,Landing Obligation,From 2019. High survivability exemption***
ple.27.7a,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
ple.27.7a,KeyPoints,2018,ICES Advice Basis (MSY Approach),"F=0.169;  Catch=3,503 t"
ple.27.7a,KeyPoints,2018,FMSY ,"F=0.169;  Catch=3,503 t"
ple.27.7a,KeyPoints,2018,FMSY Range Lower*,Not appropriate
ple.27.7a,KeyPoints,2018,FMSY Range Upper*,Not appropriate
ple.27.7a,KeyPoints,2018,Management Plan,No (considered bycatch in WWMAP)
ple.27.7a,KeyPoints,2018,Landing Obligation,From 2019. High survivability exemption**
lin.27.3a4a6-91214,KeyPoints,2018,ICES Assessment Category,3 (cpue trends based)
lin.27.3a4a6-91214,KeyPoints,2018,ICES Advice Basis (PA approach),"2016-2017 advised catch advice +20% Catch=17,695 t"
lin.27.3a4a6-91214,KeyPoints,2018,FMSY proxy,Expected mean length in catch = 81.25cm*
lin.27.3a4a6-91214,KeyPoints,2018,  FMSY Range Lower,Not appropriate
lin.27.3a4a6-91214,KeyPoints,2018,  FMSY Range Upper,Not appropriate
lin.27.3a4a6-91214,KeyPoints,2018,Management Plan,No
lin.27.3a4a6-91214,KeyPoints,2018,Landing Obligation ,From 2019. No gear specific derogation or exemptions
pol.27.67,KeyPoints,2018,ICES Assessment Category,4 (Catch only)
pol.27.67,KeyPoints,2018,ICES Advice basis (PA approach),"Catch <=3,360 t*"
pol.27.67,KeyPoints,2018,FMSY ,Not available
pol.27.67,KeyPoints,2018,  FMSY Range Lower,Not available
pol.27.67,KeyPoints,2018,  FMSY Range Upper,Not available
pol.27.67,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
pol.27.67,KeyPoints,2018,Landing Obligation ,Since 2017. No gear specific derogation or exemptions
pok.27.7,KeyPoints,2018,ICES Assessment Category,Not assessed by ICES
pok.27.7,KeyPoints,2018,ICES Advice Basis ,Not available
pok.27.7,KeyPoints,2018,FMSY ,Not available
pok.27.7,KeyPoints,2018,  FMSY Range Lower,Not  available
pok.27.7,KeyPoints,2018,  FMSY Range Upper,Not  available
pok.27.7,KeyPoints,2018,Management Plan*,No (Considered bycatch in WWMAP)
pok.27.7,KeyPoints,2018,Landing Obligation,Since 2016. No gear specific derogation or exemptions 
pok.27.3a46,KeyPoints,2018,ICES Assessment Category,1 (Quantitative Assessment)
pok.27.3a46,KeyPoints,2018,ICES advice basis (MSY approach),"F=0.36; Catch=135,035 t"
pok.27.3a46,KeyPoints,2018,FMSY,"F=0.36; Catch=135,035 t"
pok.27.3a46,KeyPoints,2018,FMSY Range lower,"F=0.21; Catch=85,912 t"
pok.27.3a46,KeyPoints,2018,FMSY Range upper,"F=0.49; Catch=174,789 t"
pok.27.3a46,KeyPoints,2018,Management Plan* ,North Sea MAP
pok.27.3a46,KeyPoints,2018,Landing Obligation ,Since 2016. No gear specific derogation or exemptions 
bss.27.4bc7ad-h,KeyPoints,2018,ICES Assessment Category ,1(Quantitative Assessment)
bss.27.4bc7ad-h,KeyPoints,2018,ICES Advice Basis (MSY approach)*,"F=0.141 Catch=1,789 t"
bss.27.4bc7ad-h,KeyPoints,2018,FMSY,"F=0.203 Catch=2,509 t"
bss.27.4bc7ad-h,KeyPoints,2018,FMSY Range Lower,"F=0.141 Catch=1,789 t"
bss.27.4bc7ad-h,KeyPoints,2018,FMSY Range Upper**,Not available
bss.27.4bc7ad-h,KeyPoints,2018,Management Plan***,No (target stock in the proposed WWMAP)
bss.27.4bc7ad-h,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogations or exemptions  
bss.27.6a7bj,KeyPoints,2018,ICES Assessment Category,6 (Bycatch only)
bss.27.6a7bj,KeyPoints,2018,ICES Advice Basis (PA Approach),Commercial landings = 4 t*
bss.27.6a7bj,KeyPoints,2018,FMSY,Not available
bss.27.6a7bj,KeyPoints,2018,FMSY Range Lower**,Not available
bss.27.6a7bj,KeyPoints,2018,FMSY Range Upper**,Not available
bss.27.6a7bj,KeyPoints,2018,Management Plan,No (Considered bycatch in WWMAP)
bss.27.6a7bj,KeyPoints,2018,Landing Obligation,From 2019. No gear specific derogations or exemptions  
spr.27.67a-cf-k,KeyPoints,2018,ICES Assessment Category,5 (Landings only)
spr.27.67a-cf-k,KeyPoints,2018,ICES advice basis (PA approach),"Catch <=2,800 t*"
spr.27.67a-cf-k,KeyPoints,2018,MSY Range,Not available
spr.27.67a-cf-k,KeyPoints,2018,Management Plan,No
spr.27.67a-cf-k,KeyPoints,2018,Landing Obligation,Does not apply. N/A (Non TAC)
dgs.27.nea,KeyPoints,2018,ICES Assessment Category,1(Quantitative Assessment)
dgs.27.nea,KeyPoints,2018,ICES advice basis (PA Approach),"No targeted fishing, bycatch based on average 2007-2009 catches=2,468 t"
dgs.27.nea,KeyPoints,2018,Harvest rate corresponding to MSY,0.009
dgs.27.nea,KeyPoints,2018,MSY Range,Not applicable
dgs.27.nea,KeyPoints,2018,Management Plan,No
dgs.27.nea,KeyPoints,2018,Landing Obligation ,Does not apply. Not applicable (prohibited species*)
nep.fu.14,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.14,KeyPoints,2018,ICES advice basis (MSY Approach) ,HR=11.0; Catch=922 t
nep.fu.14,KeyPoints,2018,FMSY,HR=11.0; Catch=922 t
nep.fu.14,KeyPoints,2018,  FMSY Range Lower,HR=9.1;  Catch=763 t 
nep.fu.14,KeyPoints,2018,  FMSY Range Upper*,HR=11.0; Catch=922 t
nep.fu.14,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.14,KeyPoints,2018,Landing Obligation*** ,Since 2016. Gear specific high survivability exemption
nep.fu.14,KeyPoints,2018,MSY Btrigger (million individuals),350
nep.fu.15,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.15,KeyPoints,2018,ICES advice basis (MSY Approach) ,"HR=18.2; Catch=11,107 t"
nep.fu.15,KeyPoints,2018,FMSY,"HR=18.2; Catch=11,107 t"
nep.fu.15,KeyPoints,2018,  FMSY Range Lower,"HR=12.4; Catch=7,568 t "
nep.fu.15,KeyPoints,2018,   FMSY Range Upper*,"HR=18.2; Catch=11,107 t"
nep.fu.15,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.15,KeyPoints,2018,Landing Obligation*** ,Since 2016. Gear specific high survivability exemption
nep.fu.15,KeyPoints,2018,MSY Btrigger (individuals),3 billion 
nep.fu.16,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.16,KeyPoints,2018,ICES advice basis (MSY Approach)  ,"HR=6.2; Catch=2,645 t"
nep.fu.16,KeyPoints,2018,FMSY,"HR=6.2; Catch=2,645 t"
nep.fu.16,KeyPoints,2018,   FMSY Range Lower,"HR=5.0; Catch=2,133 t "
nep.fu.16,KeyPoints,2018,FMSY Range Upper*,"HR=6.2; Catch=2,645 t"
nep.fu.16,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.16,KeyPoints,2018,Landing Obligation*** ,Since 2016. Gear specific high survivability exemption
nep.fu.16,KeyPoints,2018,MSY Btrigger,Not defined
nep.fu.17,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment) 
nep.fu.17,KeyPoints,2018,ICES advice basis (MSY Approach),HR=8.5; Catch=1002 t
nep.fu.17,KeyPoints,2018,FMSY,HR=8.5; Catch=1002 t
nep.fu.17,KeyPoints,2018,   FMSY Range Lower,HR=7.4; Catch=872 t 
nep.fu.17,KeyPoints,2018,   FMSY Range Upper*,HR=8.5; Catch=1002 t
nep.fu.17,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.17,KeyPoints,2018,Landing Obligation*** ,Since 2016. Gear specific high survivability exemption
nep.fu.17,KeyPoints,2018,MSY Btrigger (million individuals),540
nep.fu.19,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.19,KeyPoints,2018,ICES advice basis (MSY Approach)*,HR=3.8; Catch=173 t
nep.fu.19,KeyPoints,2018,FMSY,HR=9.3; Catch=423 t
nep.fu.19,KeyPoints,2018,   FMSY  Range Lower,HR=8.3; Catch=378 t 
nep.fu.19,KeyPoints,2018,   FMSY Range Upper**,HR=9.3; Catch=423 t
nep.fu.19,KeyPoints,2018,Management Plan***,No (target stock in the proposed WWMAP)
nep.fu.19,KeyPoints,2018,Landing Obligation****,Since 2016. Gear specific high survivability exemption
nep.fu.19,KeyPoints,2018,MSY Btrigger (million individuals),430
nep.fu.2021,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.2021,KeyPoints,2018,ICES advice basis (MSY Approach) ,"HR=6.0; Catch=5,320 t"
nep.fu.2021,KeyPoints,2018,FMSY,"HR=6.0; Catch=5,320 t"
nep.fu.2021,KeyPoints,2018,   FMSY Range Lower*,"HR=5.9; Catch=5,239 t"
nep.fu.2021,KeyPoints,2018,   FMSY Range Upper*,"HR=6.0; Catch=5,320 t"
nep.fu.2021,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.2021,KeyPoints,2018,Landing Obligation***,Since 2016. Gear specific high survivability exemption
nep.fu.2021,KeyPoints,2018,MSY Btrigger,Not defined
nep.fu.22,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.22,KeyPoints,2018,ICES advice basis (MSY Approach)* ,"HR=11.3; Catch=2,084 t"
nep.fu.22,KeyPoints,2018,FMSY,"HR=12.8; Catch=2,355 t"
nep.fu.22,KeyPoints,2018,  FMSY Range Lower,"HR=10.2; Catch=1,876 t "
nep.fu.22,KeyPoints,2018,  FMSY Range Upper**,"HR=12.8; Catch=2,355 t"
nep.fu.22,KeyPoints,2018,Management Plan***,No (target stock in the proposed WWMAP)
nep.fu.22,KeyPoints,2018,Landing Obligation****,Since 2016. Gear specific high survivability exemption
nep.fu.22,KeyPoints,2018,MSY Btrigger (million individuals),1600
nep.27.7outfu,KeyPoints,2018,ICES Assessment Category,5 (Landings only)
nep.27.7outfu,KeyPoints,2018,ICES advice basis (MSY Approach),Not available
nep.27.7outfu,KeyPoints,2018,FMSY,Not available
nep.27.7outfu,KeyPoints,2018,   FMSY Range Lower,Not available
nep.27.7outfu,KeyPoints,2018,   FMSY Range Upper,Not available
nep.27.7outfu,KeyPoints,2018,Management Plan*,No (target stock in the proposed WWMAP)
nep.27.7outfu,KeyPoints,2018,Landing Obligation**,Since 2016. Gear specific high survivability exemption
nep.27.7outfu,KeyPoints,2018,MSY Btrigger,Not defined
nep.fu.11,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.11,KeyPoints,2018,ICES advice basis (MSY Approach) ,"HR=10.8%; Catch=3,270 t"
nep.fu.11,KeyPoints,2018,FMSY,"HR=10.8%; Catch=3,270 t"
nep.fu.11,KeyPoints,2018,  FMSY Range Lower,"HR=8.4%; Catch=2,542 t"
nep.fu.11,KeyPoints,2018,   FMSY Range Upper*,"HR=10.8%; Catch=3,270 t"
nep.fu.11,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.11,KeyPoints,2018,Landing Obligation***,Since 2016. Gear specific high survivability exemption
nep.fu.11,KeyPoints,2018,MSY Btrigger (million individuals),540
nep.fu.12,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.12,KeyPoints,2018,ICES advice basis (MSY Approach) ,"HR=11.7%; Catch=5,844 t"
nep.fu.12,KeyPoints,2018,FMSY,"HR=11.7%; Catch=5,844 t"
nep.fu.12,KeyPoints,2018,  FMSY Range Lower,"HR=9.3%; Catch=4,645 t"
nep.fu.12,KeyPoints,2018,   FMSY Range Upper*,"HR=11.7%; Catch=5,844 t"
nep.fu.12,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.12,KeyPoints,2018,Landing Obligation***,Since 2016. Gear specific high survivability exemption
nep.fu.12,KeyPoints,2018,MSY Btrigger (million individuals),1020
nep.fu.13,KeyPoints,2018,,13 Clyde
nep.fu.13,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.13,KeyPoints,2018,ICES advice basis (MSY Approach) ,"HR=15.1%; Catch=5,990 t"
nep.fu.13,KeyPoints,2018,FMSY,"HR=15.1%; Catch=5,990 t"
nep.fu.13,KeyPoints,2018,  FMSY Range Lower,"HR=9.9%; Catch=3,928 t"
nep.fu.13,KeyPoints,2018,   FMSY Range Upper*,"HR=15.1%; Catch=5,990 t"
nep.fu.13,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.13,KeyPoints,2018,Landing Obligation***,Since 2016. Gear specific high survivability exemption
nep.fu.13,KeyPoints,2018,MSY Btrigger (million individuals),580
nep.fu.13,KeyPoints,2018,,13 Jura
nep.fu.13,KeyPoints,2018,ICES assessment Category,1 (Quantitative Assessment)
nep.fu.13,KeyPoints,2018,ICES advice basis (MSY Approach) ,HR=12.0%; Catch=598 t
nep.fu.13,KeyPoints,2018,FMSY,HR=12.0%; Catch=598 t
nep.fu.13,KeyPoints,2018,  FMSY Range Lower,HR=9.4%; Catch=467 t
nep.fu.13,KeyPoints,2018,   FMSY Range Upper*,HR=12.0%; Catch=598 t
nep.fu.13,KeyPoints,2018,Management Plan**,No (target stock in the proposed WWMAP)
nep.fu.13,KeyPoints,2018,Landing Obligation***,Since 2016. Gear specific high survivability exemption
nep.fu.13,KeyPoints,2018,MSY Btrigger (million individuals),160
ALB-N,KeyPoints,2019,ICCAT advice basis,"HCR (from MSE framework)  Catch = 33,600 t"
ALB-N,KeyPoints,2019,Management Plan,"Yes, adopted 2017"
ALB-N,KeyPoints,2019,FMSY Range Lower,"0.079;  Catch=35,396 t"
ALB-N,KeyPoints,2019,FMSY,"0.097;  Catch=37,082 t"
ALB-N,KeyPoints,2019,FMSY Range Upper,"0.109;  Catch=42,364 t"
ALB-N,KeyPoints,2019,Landing Obligation ,From 2015. Area and gear specific de minimis exemption*
anf.27.3a46,KeyPoints,2019,ICES Assessment Category,3 (Survey-based assessment trends)
anf.27.3a46,KeyPoints,2019,Management Plan,NSMAP
anf.27.3a46,KeyPoints,2019,Advice basis ,"ICES PA approach. Catch=22,056  t
Index ratio and precautionary buffer applied
"
anf.27.3a46,KeyPoints,2019,FMSY Range Lower,Not available 
anf.27.3a46,KeyPoints,2019,FMSY,Not available 
anf.27.3a46,KeyPoints,2019,FMSY Range Upper,Not available 
anf.27.3a46,KeyPoints,2019,Landing Obligation ,From 2019. No derogations or exemptions apply 
boc.27.6-8,KeyPoints,2019,ICES Assessment Category,3 (Survey Based Assessment)
