FishStock,Year,Management,Additional
ple.27.6,2017,"<li> The TAC area covers Sub-areas 6, 12 and 14 and Division 5.b.</li>
<li> There are no explicit management objectives or plans for this stock.</li>
<li> The Emergency Measures (EC 43/2009) limits the mesh size of
bottom trawls (TR1) in this area to >120 mm.</li>
<li> Vessel targeting gadoids and <em>Nephrops</em> with trawls and seines will be
subject to the EU landing obligation for plaice from 2018 (see
Appendix VI).</li>","<li> Irish landings of West of Ireland plaice are mainly taken as a minor bycatch in mixed fisheries and are mainly
landed with anglerfish, whiting and megrim.</li>"
ple.27.7a,2015,"<li> The TAC for 2015 was 1,098 t with an associated Irish quota of 768 t.
The Hague preference agreement enables Ireland to claim an
enhanced share of the TAC.</li>
<li> The disparity between minimum landing size and mesh size of the
gear being used is evidenced by very high discard rates (up to 80%
by number).</li>
<li> Effort reductions as part of the Cod Long Term Management Plan
(EC Reg.1342/2008) will also reduce catch and discarding of plaice in
this area.</li>
<li> FEAS recommends that management objectives be established and that a management plan be developed and
implemented for fisheries catching plaice.</li>",There is no additional information for this stock
ple.27.7a,2016,"<li> The disparity between minimum landing size and mesh size of the
gear being used is evidenced by very high discard rates (up to 70%
by number).</li>
<li> Effort reductions as part of the Cod Long Term Management Plan
(EC Reg.1342/2008) will also reduce catch and discarding of plaice in
this area.</li>
<li> FEAS recommends that management objectives be established and
that a management plan be developed and implemented for fisheries
catching plaice.</li>","<li> A quarter of Irish landings of Irish Sea plaice come from trips where plaice was the dominant species. The
remainder are taken in a more mixed fishery and are mainly landed with rays and haddock.</li>
<li> Discards have increased in recent years and now 70% of the catch is discarded, posing challenges for
implementation of the landings obligation.</li>"
ple.27.7a,2017,"<li> The disparity between minimum landing size and mesh size of the
gear being used is evidenced by very high discard rates (up to
70% by number).</li>
<li> The TAC and the assessment area are the same.</li>","<li> A quarter of Irish landings of Irish Sea plaice come from trips
where plaice was the dominant species. The remainder are taken in a more mixed fishery and are mainly
landed with rays and haddock.</li>
<li> The majority of Irish otter trawl discards are between 15-30cm (the MCRS is 27cm). The majority of discards
for this stock are from otter trawls. It is likely that a proportion of the discards survive, however studies
should be done to confirm this.</li>
<li> Discards have increased in recent years and now 70% of the catch is discarded, posing challenges for
implementation of the landing obligation.</li>"
ple.27.7bc,2015,"<li> The TAC covers Divisions VIIb and VIIc. The assessment area is the same
as the TAC area.</li>
<li> The 2015 TAC was 74 t with an associated Irish quota of 63 t (79%).
Ireland was allocated the largest share of the TAC.</li>
<li> This stock is mainly caught within coastal mixed fisheries by Irish otter
trawlers.</li>
<li> The stock is managed by TAC and although recent landings have been
below the TAC. If it is further reduced, the TAC might become
restrictive.</li>",There is no additional information for this stock
ple.27.7bc,2016,"<li> The TAC covers Divisions 7.b and 7.c. The assessment area is the
same as the TAC area.</li>
<li> Ireland was allocated the largest share of the TAC.</li>
<li> This stock is mainly caught within coastal mixed fisheries by Irish
otter trawlers.</li>
<li> The stock is managed by TAC and although recent landings have
been below the TAC. If it is further reduced, the TAC might
become restrictive.</li>","<li> Irish landings of West of Ireland plaice are mainly taken as a minor bycatch in mixed fisheries and are mainly
landed with anglerfish, whiting and megrim.</li>"
ple.27.7bc,2017,"<li> The TAC covers Divisions 7.b and 7.c. The assessment area is
the same as the TAC area.</li>
<li> This stock is mainly caught within coastal mixed fisheries by Irish
otter trawlers.</li>
<li> The stock is managed by TAC although recent landings have been
below the TAC. If it is further reduced, the TAC might become
restrictive.</li>","<li> Irish landings of West of Ireland plaice are mainly taken as a minor bycatch in mixed fisheries and are mainly
landed with anglerfish, whiting and megrim.</li>"
ple.27.7fg,2015,"<li> The TAC area covers Divisions VIIfg. The assessment area is
the same as the TAC area.</li>
<li> The 2015 TAC was 461 t with an associated Irish quota of
202 t.</li>
<li> There are no explicit management objectives or plans for this
stock. The NWWRAC is developing a mixed fisheries
management plan for VIIfg.</li>",There is no additional information for this stock
ple.27.7fg,2016,"<li> The TAC area covers Divisions 7.f-g. The assessment area is the
same as the TAC area.</li>
<li> There are no explicit management objectives or plans for this
stock.</li>","<li> Irish landings of Celtic Sea plaice are taken as a minor by-catch in mixed fisheries and are mainly landed with
whiting, megrim, anglerfish as well as other gadoids.</li>
<li> The majority of Irish otter trawl discards are between 20-30cm (the MCRS is 27cm). The majority of discards
for this stock are from beam trawlers targeting sole with 80mm cod-ends. It is likely that a significant
proportion of the discards survive.</li>
<li> Discards have increased in recent years and now 73% of the catch is discarded, posing challenges for
implementation of the landings obligation.</li>"
ple.27.7fg,2017,"<li> The TAC area covers Divisions 7.f-g. The assessment area is the same as
the TAC area.</li>
<li> There are no explicit management objectives or plans for this stock.</li>","<li> Irish landings of Celtic Sea plaice are taken as a minor by-catch in mixed fisheries and are mainly landed with
whiting, megrim, anglerfish as well as other gadoids.</li>
<li> Discards have increased in recent years and now ~70% of the catch is discarded, posing challenges for
implementation of the landing obligation.</li>
<li> The majority of Irish otter trawl discards are between 20-30cm (the MCRS is 27cm). The majority of discards
for this stock are from beam trawlers targeting sole with 80mm cod-ends. It is likely that a proportion of the
discards survive, however studies should be done to confirm this.</li>"
ple.27.7h-k,2015,"<li> The TAC area covers Divisions VIIh-k. The assessment area also
covers VIIh-k but there is insufficient data from VIIh to support an
assessment and there are negligible landings from VIIk, therefore the
assessment is carried out using data from VIIj only under the
assumption that the trends are representative of VIIh-k.</li>
<li> The 2015 TAC was 135 t with an associated Irish quota of 59 t
(44%). The Irish quota has become very restrictive in recent
years.</li>
<li> There are no specific management objectives for this stock.</li>
<li> This stock is mainly caught within coastal mixed fisheries by otter
trawlers in VIIj.</li>",There is no additional information for this stock
ple.27.7h-k,2016,"<li> The TAC area covers Divisions 7.h-k. The assessment area also
covers 7.h-k but there is insufficient data from 7.h to support an
assessment and there are negligible landings from 7.k, therefore
the assessment is carried out using data from 7.j only under the
assumption that the trends are representative of 7.h-k.</li>
<li> The Irish quota has become very restrictive in recent years.</li>
<li> There are no specific management objectives for this stock.</li>
<li> This stock is mainly caught within coastal mixed fisheries by
otter trawlers in 7.j.</li>","<li> Irish landings of Southwest of Ireland plaice are taken as a minor by-catch in mixed fisheries and are mainly
landed with megrim, anglerfish, whiting and hake.</li>"
ple.27.7h-k,2017,"<li> The TAC area covers Divisions 7.h-k. The assessment area also
covers 7.h-k but there is insufficient data from 7.h to support an
assessment and there are negligible landings from 7.k, therefore the
assessment is carried out using data from 7.j only. This is under the
assumption that the trends are representative of 7.h-k.</li>
<li> The Irish quota has become very restrictive in recent years and this
may have led to increased discarding.</li>","<li> Irish landings of Southwest of Ireland plaice are taken as a minor bycatch in mixed fisheries and are mainly
landed with megrim, anglerfish, whiting and hake.</li>
<li> Spawning stock biomass is below B<sub>lim</sub> therefore there is at a reduced reproductive capacity.</li>
<li> There is an indication of high survivability in discards of plaice, however studies should be conducted to verify
this.</li>"
pok.27.3a46,2015,"<li> The assessment area comprises two TAC areas; the first
TAC area comprises Divisions IIa, IIIabcd, and Sub-area IV,
the second TAC area covers Division Vb as well as Subareas
VI, XII and XIV.</li>
<li> The total EC TAC for Division Vb and Sub-areas VI, XII and
XIV in 2015 was 6,848 t, with an Irish quota of 389 t.</li>
<li> There is a long-term management plan for this stock based
on the EU-Norway agreement that states that every effort
should be made to maintain SSB above 199,270 t (B<sub>lim</sub>) and
a TAC consistent with F = 0.3. Should SSB fall below B<sub>pa</sub>
this fishing mortality will be adapted in the light of the
prevailing conditions (see ACOM advice for detailed
description of the management plan).</li>",There is no additional information for this stock
pok.27.3a46,2016,"<li> The assessment area comprises two TAC areas; the first TAC
area covers Divisions 2a, 3abcd, and Sub-area 4, the second
TAC area covers Division 5b as well as Sub-areas 6, 12 and 14.
Ireland only has a quota for the latter.</li>
<li> Ireland has not taken its full quota in recent years.</li>
<li> There is a long-term management plan for this stock based on
the EU-Norway agreement. However, changes to the stock
assessment and reference points in 2016 imply a need to reevaluate
the EU-Norway management strategy. Until such an
evaluation is conducted, the ICES advice is based on the MSY approach.</li>
<li> The minimum conservation reference size is 35cm (unchanged from the minimum landing size).</li>","<li> One-third of Irish landings of saithe in 3a,4,6 come from trips where saithe was the dominant species. The
remainder are taken in more mixed fishery and are mainly landed with haddock, anglerfish and megrim.</li>
<li> The 2016 stock assessment of saithe is a benchmarked assessment based on the revised assessment protocol
specified by the 2016 meeting of ICES WKNSEA to provide a solution to the uncertainty in the assessment
and forecast due to the highly uncertain and fluctuating survey indices.</li>"
pok.27.3a46,2017,"<li> The assessment area comprises two TAC areas; the first
TAC area covers Divisions 2.a, 3.a, and Sub-area 4, the
second TAC area covers Division 5.b as well as Sub-areas 6,
12 and 14 (see Pie Plot of 2017 Quota Allocations).</li>
<li> Ireland only has a quota for the latter TAC area and has not
taken its full quota in recent years. The EU quota excludes
the 510 t allocation for Norway reflected in the overall TAC.
The EU-Norway agreement adds a Top-up of 4.1% to this
TAC making the total value 10,404t.</li>
<li> There is a long-term management plan for this stock based
on the EU-Norway agreement. However, changes to the stock assessment and reference points in 2016 imply
a need to re-evaluate the EU-Norway management strategy. Until such an evaluation is conducted, the ICES
advice is based on the MSY approach.</li>
<li> Trawl fisheries with cod ends ?100 mm in 6 and 5.b. are subject to the landing obligation for saithe in 2018
(see Appendix VI).</li>","<li> One-third of Irish landings of saithe in 3.a, 4 and 6 come from trips where saithe was the dominant species.
The remainder are taken in more mixed fishery and are mainly landed with haddock, anglerfish and megrim.</li>"
pok.27.7,2015,"<li> The TAC covers Sub-areas VII, VIII, IX and X.</li>
<li> Ireland holds the greatest TAC share (45%), followed by France
(41%).</li>
<li> The 2015 TAC was 3,176 t with an associated Irish quota of
1,491 t.</li>
<li> The TAC is not restrictive on catch but Irish landings have
increased to levels close to the Irish quota.</li>
<li> Given the mixed nature of fisheries catching saithe, it is
unrealistic to develop a management plan for this stock. Ireland,
as the main participant in this fishery, has an opportunity to
develop and implement a management strategy for mixed
fisheries in this area.</li>",There is no additional information for this stock
pok.27.7,2016,"<li> The TAC covers Sub-areas 7, 8, 9 and 10.</li>
<li> Ireland holds the greatest TAC share (45%), followed by France
(41%).</li>
<li> The TAC is not restrictive but Irish landings have increased to
levels close to the Irish quota.</li>
<li> Some fleets fishing this stock are under the EU landing obligation
since 2016.</li>
<li> The minimum conservation reference size is 35cm (which is the same as
the historic minimum landing size).</li>","<li> One-third of Irish landings of saithe in Sub-area 7 come from trips where saithe was the dominant species. The
remainder are taken in more mixed fishery and are mainly landed with hake and whiting.</li>"
pok.27.7,2017,"<li> The Joint statement by the Fisheries Council and European
Commission states it would be desirable if the TAC for this
stock be maintained for 5 years (subject to scientific advice).</li>
<li> The TAC covers Sub-areas 7, 8, 9 and 10.</li>
<li> Landing obligation applies to trawls and seiners using > 100mm
cod ends targeting saithe.</li>","<li> One-third of Irish landings of saithe in Sub-area 7 come from trips where saithe was the dominant species. The
remainder are taken in more mixed fishery and are mainly landed with hake and whiting.</li>"
pol.27.67,2015,"<li> There are two TAC areas for which Ireland has quota.</li>
<li> The ''Joint statement by the Council and the Commission'' states it
would be desirable if the TAC for Pollack in VI; EU and
international waters of Vb; international waters of XII and
XIV of 397 t with an Irish quota of 56 t was maintained for 5 years
(subject to scientific advice).</li>
<li> The ''joint statement'' does not appear to extend to VII Pollack.
The 2015 TAC for VII was 13,495 t with an associated Irish quota
of 1,030 t. Quota uptake by Ireland has been high in recent years
and is being actively managed to remain below the quota.</li>
<li> There are no explicit management plans for this stock.</li>
<li> FEAS advises that management objectives be established and that a
management plan be developed and implemented for fisheries
catching pollack.</li>",There is no additional information for this stock
pol.27.67,2016,"<li> The advice is biennial.</li>
<li> There are two TAC areas that cover this stock. Ireland has
quota for both.</li>
<li> Quota uptake in the TAC area 5b, 6, 12 and 14 is low.</li>
<li> The 2015 TAC for area 7 was 13,495 t with an associated
Irish quota of 1,030 t. Quota uptake by Ireland has been high
in recent years and is being actively managed to remain below
the quota.</li>
<li> The minimum conservation reference size is 30cm.</li>","<li> The current TACs are well above the recent average reported landings
due to substantial low uptake of some countries.</li>
<li> Commercial landings may not reflect true pollack catches since
recreational fisheries may well be significant.</li>"
pol.27.67,2017,"<li> There are two TAC areas that cover this stock. Ireland has quota
for both.</li>
<li> The current TACs are well above the recent average reported
landings due to low uptake by some countries.</li>
<li> Quota uptake in the TAC area 5.b, 6, 12 and 14 is low. The quota
uptake in TAC area 7 is higher, of which 2% may be fished in
Divisions 8.a,b,d,e.</li>
<li> Quota uptake by Ireland in 7 has been high in recent years and is
being actively managed to remain below the quota.</li>
<li> Fisheries in 7.d and 7.e are subject to the landing obligation for pollack in 2018 (see Appendix VI).</li>","<li> The Marine Institute is currently engaged in a project aimed at
improving the assessment of pollack and gaining more insight into
biological aspects of the species.</li>
<li> Commercial landings may not reflect true pollack catches since
recreational fisheries are thought to be significant.</li>"
sol.27.6,2015,"<li> The TAC area covers Sub-areas VI, XII, XIV and Division Vb0.</li>
<li> The TAC in 2015 was 57 t with an associated Irish quota of 46 t.</li>
<li> There are no explicit management objectives or plans for this
stock.</li>
<li> The Emergency Measures (EC 43/2009) limits the mesh size of
bottom trawls (TR1) in this area to >120 mm.</li>",There is no additional information for this stock
sol.27.6,2016,"<li> The TAC area covers Sub-areas 6, 12, 14 and Division 5.b.</li>","<li> The Emergency Measures (EC 43/2009) limits the mesh size of bottom
trawls (TR1) in this area to >120 mm.</li>"
sol.27.6,2017,"<li> The TAC area covers Sub-areas 6, 12, 14 and Division 5.b.</li>
<li> Vessel targeting gadoids and <em>Nephrops</em> with trawls and seines
will be subject to the EU landing obligation for sole from 2018
(see Appendix VI).</li>","<li> The Emergency Measures (EC 43/2009) limits the mesh size of
bottom trawls (TR1) and seines targeting demersal fish in this
area to >120 mm .</li>"
sol.27.7a,2015,"<li> The TAC area (Division VIIa) corresponds to the assessment area.</li>
<li> The TAC in 2015 was 90t with an Irish quota of 38t.</li>
<li> FEAS recommends that management objectives be established and
that a management plan be developed and implemented for fisheries
catching sole.</li>
<li> Effort reductions as part of the Cod Long Term Management Plan (EC
Reg.1342/2008) will also reduce catch and discarding of sole in this area.</li>",There is no additional information for this stock
sol.27.7a,2016,<li> The stock and management units are both ICES Division 7.a.</li>,"<li> Irish landings of Irish Sea sole are mainly taken in mixed fisheries and are
mainly landed with rays and to a lesser extent also anglerfish and <em>Nephrops</em>.</li>"
sol.27.7a,2017,"<li> The stock and management units are both ICES Division
7.a.</li>
<li> The Irish allocation of 17 t is exclusively for by-catch and
no directed fisheries are permitted.</li>
<li> In addition to the TAC, member states are allowed to
allocate an extra 7 t for vessels carrying out a directed
scientific fishery.</li>","<li> Irish landings of Irish Sea sole are mainly taken in mixed fisheries and are mainly landed with rays and to a
lesser extent also anglerfish and <em>Nephrops</em>.</li>"
sol.27.7bc,2015,"<li> The TAC covers Divisions VIIb and VIIc. The
assessment area is the same as the TAC area.</li>
<li> The 2015 TAC was 42 t with an associated Irish quota of 36 t.</li>
<li> There are no explicit management objectives or plan for this stock.</li>
<li> This stock is mainly caught within coastal mixed fisheries by Irish
otter trawlers.</li>
<li> The stock is managed by TAC and although recent landings have
generally been below the TAC. If it is further reduced, the TAC is
likely to become restrictive.</li>",There is no additional information for this stock
sol.27.7bc,2016,"<li> The stock and management units are both ICES Division 7.b and 7.c.</li>
<li> The stock is managed by TAC and although recent landings have
generally been below the TAC. If it is further reduced, the TAC is
likely to become restrictive.</li>","<li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries
and are mainly landed with anglerfish, megrim and <em>Nephrops</em>.</li>"
sol.27.7bc,2017,"<li> The stock and management units are both ICES Division 7.b
and 7.c.</li>
<li> The stock is managed by TAC although recent landings have
been close to the TAC.</li>
<li> Fisheries in 7.b,c are subject to the landing obligation for sole in
2018 (see Appendix VI). These fisheries are only applicable to
beam trawls, trammel and gill nets and Irish landings are largely
from the otter board trawl fleet.</li>","<li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries
tending to be landed with anglerfish, megrim and <em>Nephrops</em>.</li>"
sol.27.7fg,2015,"<li> The TAC area covers Divisions VIIfg. The assessment area is the
same as the TAC area.</li>
<li> The 2015 TAC was 851 t with an associated Irish quota of 27 t.</li>",There is no additional information for this stock
sol.27.7fg,2016,<li> The stock and management units are both ICES Division 7.f and 7.g</li>,"<li> Irish landings of Celtic Sea sole are mainly taken in mixed fisheries and
are mainly landed with megrim, anglerfish, <em>Nephrops</em> and gadoids.</li>"
sol.27.7fg,2017,"<li> The stock and management units are both ICES Division 7.f
and 7.g</li>
<li> The Irish quota is very restrictive with a 1% bycatch quota in
sole for most months.</li>
<li> Fisheries in 7.f and 7.g using beam trawls and gill nets are
subject to the landing obligation for sole in 2018 (see
Appendix VI).</li>","<li> Irish landings of Celtic Sea sole are mainly taken in mixed fisheries and are mainly landed with megrim,
anglerfish, <em>Nephrops</em> and gadoids.</li>"
sol.27.7h-k,2015,"<li> The TAC area covers Divisions VIIh-k. The assessment area also
covers VIIh-k but there is insufficient data from VIIh to support an
assessment and there are negligible landings from VIIk, therefore
the assessment is carried out using data from VIIj only under the
assumption that the trends are representative of VIIh-k. The 2015
TAC was 382 t with an associated Irish quota of 171 t (45%).
Ireland was allocated the largest share of the TAC.</li>
<li> This stock is mainly caught within coastal mixed fisheries by otter
trawlers in VIIj.</li>
<li> The stock is managed by TAC and recent landings have been
below the TAC.</li>",There is no additional information for this stock
sol.27.7h-k,2016,"<li> The TAC area covers Division 7.h-k. The assessment area also covers
7.h-k but there is insufficient data from 7.h to support an assessment
and there are negligible landings from 7.k, therefore the assessment
is carried out using data from 7.j only under the assumption that
the trends are representative of 7.h-k.</li>
<li> The stock is managed by TAC and recent landings have been below
the TAC.</li>","<li> Irish landings of West of Ireland sole are mainly taken in mixed fisheries and are mainly landed with anglerfish,
megrim and gadoid species.</li>"
sol.27.7h-k,2017,"<li> The TAC area covers Division 7.h-k. The assessment area also
covers 7.h-k but there is insufficient data from 7.h to support an
assessment and there are negligible landings from 7.k. The
assessment is carried out using data from 7.j and the advice is
scaled up to take account of landings in 7.h.</li>
<li> The stock is managed by TAC and recent Irish landings have
been below the quota.</li>
<li> Beam trawl and gill net fisheries in 7.f-7.k are subject to the
landing obligation for sole in 2018 (see Appendix VI). The
majority of the Irish catches are from otter trawls which are
not yet subject to the landing obligation.</li>","<li> Irish landings of Southwest of Ireland sole are mainly taken in mixed otter trawl fisheries and are mainly landed
with anglerfish, megrim and gadoid species.</li>"
spr.27.67a-cf-k,2015,"<li> There are no TACs for sprat in Irish waters. TACs are in place in the English Channel and in the North
Sea.</li>
<li> EC vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are
permitted when sprat is the target species. There are also restrictions on the by-catch of most pelagic and
demersal species covered by the TAC and quota system. Further restrictions on mesh size of above 32
mm apply, if demersal TAC species are a by-catch in sprat fisheries.</li>
<li> Though Irish vessels are not subject to any quota for sprat, certain license provisions regulate access to
coastal waters for certain sizes of vessel.</li>",There is no additional information for this stock
spr.27.67a-cf-k,2016,"<li> There are no TACs for sprat in Irish waters. TACs are in place in the English Channel and in the North Sea.</li>
<li> EC vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are
permitted when sprat is the target species. There are also restrictions on the by-catch of most pelagic and
demersal species covered by the TAC and quota system. Further restrictions on mesh size of above 32 mm
apply, if demersal TAC species are a by-catch in sprat fisheries.</li>
<li> Though Irish vessels are not subject to any quota for sprat, certain license provisions regulate access to coastal
waters for certain sizes of vessel.</li>",There is no additional information for this stock
spr.27.67a-cf-k,2017,"<li> There are no TACs for sprat in Irish waters. TACs are in place in the English Channel and in the North Sea.</li>
<li> EC vessels are restricted in the gear they can use to target sprat. Mesh sizes of 16 mm and above are
permitted when sprat is the target species. There are also restrictions on the by-catch of most pelagic and
demersal species covered by the TAC and quota system. Further restrictions on mesh size of above 32 mm
apply, if demersal TAC species are a by-catch in sprat fisheries.</li>
<li> Though Irish vessels are not subject to any quota for sprat, certain license provisions regulate access to coastal
waters for certain sizes of vessel.</li>",There is no additional information for this stock
whb.27.1-91214,2015,"<li> In 2005, the coastal states (EU, Norway, Iceland and Faroe
Islands) agreed a sharing arrangement for the blue whiting
stock with catches allocated as follows: EU 30.5%, Faroe
Islands 26.125%, Norway 25.745% and Iceland 17.63%.
Russia is accommodated by transfers from the Faroe Islands
and additional catches in the NEAFC regulatory area.</li>
<li> The above sharing arrangements have not been followed by
all parties.</li>
<li> Ireland has a share of the EU quota, in Sub-areas I-VII, VIIIa,
VIIIb, VIIId, VIIIe, XII and XIV. In 2015 this EU share was
197,195 t and the Irish quota was 23,313 t.
<li> Separate EU quotas exist for VIIIc, IX and X, and for
Norwegian and Faroese waters. There are no Irish quotas
in these areas.</li>
<li> The EU TAC may be adjusted subject to transfers in the EU Norway agreement.</li>",There is no additional information for this stock
whb.27.1-91214,2016,"<li> In 2005, the coastal states (EU, Norway, Iceland and Faroe
Islands) agreed a sharing arrangement for the blue whiting stock
with catches allocated as follows: EU 30.5%, Faroe Islands
26.125%, Norway 25.745% and Iceland 17.63%. Russia is
accommodated by transfers from the Faroe Islands and additional
catches in the NEAFC regulatory area.</li>
<li> The above sharing arrangements have not been followed by all
parties.</li>
<li> Ireland has a share of the EU quota, in sub-areas 1-7, Divisions
8.a, 8.b, 8.d, 8.e and subareas12 and 14.</li>
<li> Separate EU quotas exist for 8.c, 9 and 10, and for Norwegian and Faroese waters. There are no Irish quotas
in these areas.</li>
<li> The EU TAC may be adjusted subject to transfers in the EU Norway agreement.</li>
<li> In 2016 the EU TAC was 207,657 t.</li>
<li> Currently there is no agreement between the Coastal States EU, Norway, Iceland and the Faroe Islands on the
share of the blue whiting stock. Consequently, the previous management plan is no longer in force.</li>
<li> NEAFC has asked ICES on behalf of the Coastal States to evaluate a long-term management strategy (LTMS)
for blue whiting. In 2016 ICES evaluated this strategy and advise that the harvest control rule (HCR) proposed
for blue whiting, is precautionary given the ICES estimates of B<sub>LIM</sub> (1.5 million tonnes), B<sub>pa</sub> (2.25 million tonnes),
and F<sub>MSY</sub> (0.32).</li>","<li> An inter-benchmark assessment was conducted in 2016. This was to deal with how to incorporate the
latest acoustic survey into the assessment.</li>"
whb.27.1-91214,2017,"<li> A long-term management strategy was agreed by the European Union, the Faroe Islands, Iceland and Norway in 2016. ICES has evaluated the strategy and found it to be precautionary.</li>
<li> The new HCR leads to slightly lower SSB on average in the long term, however the probability of the stock falling below B<sub>lim</sub> remains less than 5%.</li>
<li> In recent years, there have been difficulties in reaching a sharing agreement for the blue whiting stock.</li>
<li> In 2017, the catch is estimated at 1,559,400t (based on declared quotas and expected uptake).</li>
<li> Ireland has a share of the EU quota, in Sub-areas 1-7, Divisions 8.a, 8.b, 8.d, 8.e and Sub-areas 12 and 14.</li>
<li> Separate EU quotas exist for 8.c, 9 and 10. There are no Irish quotas in these areas.</li>
<li> The EU TAC may be adjusted subject to transfers in the EU Norway agreement.</li>
<li> Within a total access quantity of 21,500t for the EU, up to 9.2% of Ireland's quotas may be fished in Faroese waters.</li>
<li> Currently the landing obligation only applies to pelagic gears (pelagic otter trawls, pair trawls).</li>



","<li> The assessment estimates a low 2016 year class, which is confirmed by a series of surveys not used in the
assessment model. This is likely to result in a decrease in stock size, and a reduction in fishing
opportunities when the 2016 year class is fully selected in the fishery from 2019.</li>"
whg.27.6a,2015,"<li> The TAC area covers EC waters in Division Vb and Sub-areas
VI, XII and XIV.</li>
<li> The assessment area covers Division VIa only but landings from
other areas have been negligible in recent years.</li>
<li> The TAC in 2015 was 263 t with an associated Irish quota of
79 t.</li>
<li> There are no explicit management objectives or management
plans for this stock.</li>
<li> Whiting is taken with cod and haddock in mixed demersal
fisheries and management advice should be considered in that
context.</li>
<li> There are strong indications that management control is not effective in limiting the catch. The whiting catches in
2014 were nearly four times the TAC and over 80% of the catch is discarded.</li>
<li> Effort reductions as part of the Cod Long Term Management Plan (EC Reg.1342/2008) have reduced catch and
discarding of whiting in this area.</li>",There is no additional information for this stock
whg.27.6a,2016,"<li> The assessment area is 6.a while the TAC management
area includes ICES subareas 6, 12 and 14; and
International waters of 5.b.</li>
<li> The 2016 TAC was 213 t with an associated Irish quota
of 64 t.</li>
<li> Despite effort reductions as part of the Cod Long Term
Management Plan (EC Reg.1342/2008) discarding of
whiting in this area remains high.</li>","<li> Irish landings of whiting to the west of Scotland are mainly taken as a minor bycatch in mixed fisheries and are
mainly landed with haddock, cod and megrim.</li>
<li> The increase in mesh size from 100 mm to 120 mm, under the emergency measures since 2010 and the
introduction of large square mesh panels in the <em>Nephrops</em> fishery, are likely to have contributed to the
observed reductions in fishing mortality.</li>
<li> Given the continued high discards and low TAC this stock could become a major 'choke species' for the 6.a
<em>Nephrops</em> fishery in the context of the landing obligation.</li>"
whg.27.6a,2017,"<li> The assessment area is 6.a while the TAC management area
includes ICES subarea 6 and union and international waters of
5.b, 12 and 14.</li>
<li> The 2017 TAC is 213t with an associated Irish quota of 64t
exclusively for bycatches.</li>","<li> Irish landings of whiting to the west of Scotland are mainly taken as a minor bycatch in mixed fisheries and are
mainly landed with haddock, cod and megrim.</li>
<li> The increase in mesh size from 100 mm to 120 mm, under the emergency measures since 2010 and the
introduction of large square mesh panels in the <em>Nephrops</em> fishery, are likely to have contributed to the
observed reductions in fishing mortality.</li>
<li> Given the continued high discards and low TAC this stock could become a major 'choke species' for the 6.a
<em>Nephrops</em> fishery in the context of the landing obligation.</li>"
whg.27.6b,2015,"<li> The TAC is for the combined Divisions VIa and VIb; therefore,
the TAC cannot be effective in limiting catches in Division VIb
(Rockall).</li>
<li> The Division VI TAC in 2015 is 263 t, with an associated Irish
quota of 79 t.</li>",There is no additional information for this stock
whg.27.6b,2016,"<li> ICES provides biennial advice for this stock.</li>
<li> A TAC allocation for Division 6.b (Rockall) whiting comes under
the TAC set for ICES Sub-areas 6, 12 and 14 and EU and
international waters of 5.b. Therefore the TAC cannot effectively
manage catches in 6.b (Rockall) specifically.</li>
<li> The sub-area 6 TAC in 2016 is 213 t, with an associated Irish
quota of 64 t.</li>","<li> Irish landings of whiting to the west of Scotland are mainly taken as a minor bycatch in mixed fisheries and are
mainly landed with haddock, cod and megrim.</li>
<li> Rockall whiting is managed under a TAC for the combined area 6.a and 6.b which therefore cannot be
effective in limiting catches in 6.b (Rockall).</li>"
whg.27.6b,2017,"<li> ICES provides biennial advice for this stock.</li>
<li> A TAC allocation for Division 6.b (Rockall) whiting comes under
the TAC set for ICES Sub-areas 6, 12 and 14 and EU and
international waters of 5.b. Therefore the TAC cannot effectively
manage catches in 6.b (Rockall) specifically.</li>
<li> The Sub-area 6 TAC in 2017 is 213t, with an associated Irish
quota of 64t exclusively for bycatches.</li>","<li> Irish landings of whiting to the west of Scotland are mainly taken as a minor bycatch in mixed fisheries and are
mainly landed with haddock, cod and megrim.</li>
<li> Rockall whiting is managed under a TAC for the combined area 6.a and 6.b which therefore cannot be
effective in limiting catches in 6.b (Rockall).</li>
<li> The stock structure of whiting at Rockall is not known, but it is probable that fish caught at Rockall are not a
separate stock.</li>"
whg.27.7a,2015,"<li> The TAC area covers Division VIIa and this corresponds with the
assessment area.</li>
<li> The TAC for Division VIIa in 2015 was 80 t with an associated
Irish quota of 46 t.</li>
<li> The spring closure of the western Irish Sea to whitefish fishing,
designed to protect cod, has been continued, but is unlikely to
have affected whiting catches, which are mainly by-catch in the
derogated <em>Nephrops</em> fishery.</li>
<li> The operation of days-at-sea effort limitations in the Irish Sea since
2004 is not expected to have resulted in a significant reduction in fishing
mortality for whiting.</li>",There is no additional information for this stock
